CRN,Subject,Department,Number,Section,Instructor,Days,Start Time,End Time,Building,Room,Campus,Class Type,Method,DP or IN,PoT,Actual,Max
38144,AG,AGSC,4307,252,"Pierdolla, Eryn Linnae",_M_W___,11:00 AM,12:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LEC,FTF,DP,1,36,35
31935,AG,AGSC,4310,251,"Pierdolla, Eryn Linnae",_______,,,ARR,ARR,Online,ITS,FTF,DP,1,1,1
35150,AG,AGSC,4310,257,"Wagner, Nicole Catherine",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",ITS,FTF,DP,1,1,5
40047,AG,AGSC,4310,258,"Morrish, Douglas G",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",ITS,FTF,,1,7,15
40309,AG,AGSC,4310,259,"Mix, Kenneth D",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",ITS,FTF,DP,1,1,1
37839,AG,AGSC,4325,251,"Sims, Reagan Nicole",__T_R__,1:00 PM,1:50 PM,AG,301,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
37840,AG,AGSC,4325,L01,"Sims, Reagan Nicole",_____F_,8:00 AM,9:50 AM,AG,104,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,30,30
34886,AG,AGSC,4326,251,"Drewery, Merritt L",__T_R__,9:30 AM,10:50 AM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,44,42
33038,AG,AGSC,4328,251,"Pierdolla, Eryn Linnae",_M_W_F_,9:00 AM,9:50 AM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,45,45
31547,AG,AGSC,4330,251,"Sims, Reagan Nicole",_M_____,3:00 PM,4:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,38
31548,AG,AGSC,4330,L01,"Sims, Reagan Nicole",___W___,3:00 PM,4:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,39,38
30272,AG,AGSC,4343,251,"Anderson, Ryan Gerald",_M_____,2:00 PM,4:50 PM,AG,205,"601 University Dr, San Marcos, TX 78666",LEC,FTF,DP,1,15,36
30273,AG,AGSC,4343,L01,"Anderson, Ryan Gerald",_______,,,AG,205,"601 University Dr, San Marcos, TX 78666",LAB,FTF,DP,1,15,36
39837,AG,AGSC,4379,251,"Borges, Bradley Donald",__T_R__,11:00 AM,12:20 PM,AG,221,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,24,30
30275,AG,AGSC,4381,251,"Liu, Xiangping Hybrid",_M_W_F_,8:00 AM,8:50 AM,AG,204,Online,LEC,HYB,,1,36,35
39515,AG,AGSC,4382,251,"Backstrom, Jesse Donald",_M_W___,2:00 PM,3:20 PM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,21,40
30276,AG,AGSC,4383,251,"Backstrom, Jesse Donald",_M_W_F_,9:00 AM,9:50 AM,AG,301,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,35,35
40545,AG,AGSC,4401,D02,"Mondal, Sejuti Course",_M_W___,3:00 PM,4:50 PM,ARR,ARR,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,101,4,24
40546,AG,AGSC,4401,DL2,"Mondal, Sejuti Hybrid",__T____,3:00 PM,5:50 PM,AG,101,Online,LAB,HYB,,101,4,24
31936,AG,AGSC,4681,251,"Anderson, Ryan Gerald",_______,,,AG,205,"601 University Dr, San Marcos, TX 78666",STU,FTF,DP,1,5,15
34500,AG,AGSC,5100,251,"Cade, Tina Marie",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRA,FTF,,1,6,15
34263,AG,AGSC,5300,251,"Liu, Xiangping As",____R__,9:00 AM,11:50 AM,AG,205,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,20
39838,AG,AGSC,5303,251,"Dey, Madan Mohan",__T____,9:00 AM,11:50 AM,AG,205,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,6,10
34264,AG,AGSC,5310,251,"Drewery, Merritt L",_M_____,9:00 AM,11:50 AM,AG,205,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,20
40210,AG,AGSC,5364,251,"Nieto, Cesar Augusto",___W___,9:00 AM,11:50 AM,AG,205,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,6,10
38374,AG,AGSC,5370,255,"Cade, Tina Marie",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,,1,4,4
34507,AG,AGSC,5398,251,"Cade, Tina Marie",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,,1,1,2
39834,AG,AGSC,4371U,251,"Coombs, Robin G",__T_R__,8:00 AM,9:20 AM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,45
39835,AG,AGSC,4371U,252,"Coombs, Robin G",_____F_,12:00 PM,2:50 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,10,45
40566,AG,AGSC,4371X,D01,"Dey, Madan Mohan",_______,,,ARR,ARR,Online,LEC,HYB,,189,2,30
40566,AG,AGSC,4371X,D01,"Sudhakaran, Pratheesh If",_______,,,ARR,ARR,Online,LEC,HYB,,189,2,30
40566,AG,AGSC,4371X,D01,"Liu, Xiangping If",_______,,,ARR,ARR,Online,LEC,HYB,,189,2,30
40566,AG,AGSC,4371X,D01,"Khan, Md Akhtaruzzaman",_______,,,ARR,ARR,Online,LEC,HYB,,189,2,30
35758,AG,AGSC,5199B,255,"Backstrom, Jesse Donald",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
35759,AG,AGSC,5199B,256,"Dey, Madan Mohan",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,1
35246,AG,AGSC,5299B,251,"Liu, Xiangping",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,1
34965,AG,AGSC,5399A,251,"Drewery, Merritt L",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,5
35871,AG,AGSC,5399A,256,"Liu, Xiangping",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,1
36587,AG,AGSC,5399A,258,"Anderson, Ryan Gerald",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,3
35088,AG,AGSC,5399B,251,"Anderson, Ryan Gerald",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,1
38349,AG,AGSC,5399B,254,"Dey, Madan Mohan",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,1
40134,AG,AGSC,5399B,255,"Drewery, Merritt L",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
40543,AG,AGSC,5599B,252,"Mondal, Sejuti",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,,1,1,1
30058,ANTH,ANTH,1312,251,"Warms, Richard L",_M_W___,3:30 PM,4:50 PM,LBJ,4-16.1,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,347,350
40288,ANTH,ANTH,1312,252,"Vandenbroek, Angela Kristin",__T_R__,3:30 PM,4:50 PM,ELA,220,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
35302,ANTH,ANTH,2101,254,"Pruetz, Jill Daphne",__T____,2:00 PM,3:20 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,18,18
35303,ANTH,ANTH,2101,255,"Pruetz, Jill Daphne",__T____,3:30 PM,4:50 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,12
35305,ANTH,ANTH,2101,257,"Pruetz, Jill Daphne",___W___,2:00 PM,3:20 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,16,17
35306,ANTH,ANTH,2101,258,"Pruetz, Jill Daphne",___W___,3:30 PM,4:50 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,18
35308,ANTH,ANTH,2101,260,"Pruetz, Jill Daphne",____R__,2:00 PM,3:20 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,18
35309,ANTH,ANTH,2101,261,"Pruetz, Jill Daphne",____R__,3:30 PM,4:50 PM,ELA,273,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,5,18
35313,ANTH,ANTH,2102,251,"Beardall, Antonio Ricardo",_M_____,3:30 PM,4:50 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,15
35314,ANTH,ANTH,2102,252,"Beardall, Antonio Ricardo",_M_____,5:00 PM,6:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,15
35315,ANTH,ANTH,2102,253,"Beardall, Antonio Ricardo",__T____,3:30 PM,4:50 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,15
35316,ANTH,ANTH,2102,254,"Beardall, Antonio Ricardo",__T____,5:00 PM,6:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,15
35317,ANTH,ANTH,2102,255,"Beardall, Antonio Ricardo",___W___,3:30 PM,4:50 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,14,15
35318,ANTH,ANTH,2102,256,"Beardall, Antonio Ricardo",___W___,5:00 PM,6:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,13,15
35319,ANTH,ANTH,2301,251,"Pruetz, Jill Daphne",_M_W___,11:00 AM,12:20 PM,LBJ,4-16.1,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,397,398
36852,ANTH,ANTH,2301,252,"Dobson, Kaelyn Melinne",__T_R__,11:00 AM,12:20 PM,ELA,220,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
39345,ANTH,ANTH,2301,253,"Black, Carson Elizabeth",_M_W___,12:30 PM,1:50 PM,CENT,102,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
35320,ANTH,ANTH,2302,251,"Beardall, Antonio Ricardo",__T_R__,12:30 PM,1:50 PM,ELA,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,78,115
35321,ANTH,ANTH,3101,251,"George, Lise E",_____F_,10:00 AM,10:50 AM,ELA,229,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,34,35
40289,ANTH,ANTH,3101,252,"Gerstner, Katilyn Faye",_____F_,10:00 AM,10:50 AM,ELA,225,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,18,20
34821,ANTH,ANTH,3201,251,"George, Lise E",_M_W___,10:00 AM,10:50 AM,ELA,229,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,41,42
40290,ANTH,ANTH,3201,252,"Gerstner, Katilyn Faye",_M_W___,10:00 AM,10:50 AM,ELA,225,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,20,20
35322,ANTH,ANTH,3305,251,"Mcgee, Reece Jon",_______,,,ARR,ARR,Online,LEC,INT,,1,113,116
35323,ANTH,ANTH,3306,251,"Bousman, Charles B",__T_R__,2:00 PM,3:20 PM,ELA,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,41,75
36854,ANTH,ANTH,3309,251,"Warms, Richard L",_M_W___,12:30 PM,1:50 PM,ELA,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,110,120
35976,ANTH,ANTH,3314,251,"Mcgee, Reece Jon",_______,,,ARR,ARR,Online,LEC,INT,,1,18,20
39611,ANTH,ANTH,3316,251,"Bousman, Charles B",__T_R__,3:30 PM,4:50 PM,ELA,229,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,31,40
39212,ANTH,ANTH,3318,251,"Smith, Heather Lynn",__T_R__,12:30 PM,1:50 PM,ELA,229,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,40
34832,ANTH,ANTH,3324,251,"Villarreal, Aimee Marianna",_M_W___,11:00 AM,12:20 PM,DERR,227,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,34,35
35977,ANTH,ANTH,3325,251,"Taylor, Nicole",__T_R__,11:00 AM,12:20 PM,ELA,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,44,50
39214,ANTH,ANTH,3336,251,"Vandenbroek, Angela Kristin",__T_R__,12:30 PM,1:50 PM,ELA,245,"601 University Dr, San Marcos, TX 78666",PRA,FTF,,1,8,15
39350,ANTH,ANTH,3337,251,"Agwuele, Augustine",_M_W___,11:00 AM,12:20 PM,ELA,245,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,11,30
39610,ANTH,ANTH,3348,251,"Pruetz, Jill Daphne",_M_W___,2:00 PM,3:20 PM,ELA,225,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,45,55
39208,ANTH,ANTH,3353,251,"Cunningham, Deborah Lenz",__T_R__,12:30 PM,1:50 PM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,30
39348,ANTH,ANTH,3361,251,"Smith, Heather Lynn",_____F_,10:00 AM,11:20 AM,ELA,227,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,81,15,15
39349,ANTH,ANTH,3361,L01,"Smith, Heather Lynn",_____F_,12:00 PM,4:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,81,15,15
39209,ANTH,ANTH,3377,251,"Taylor, Nicole",__T_R__,2:00 PM,3:20 PM,ELA,245,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,30
39210,ANTH,ANTH,3380,251,"Hamilton, Michelle D",_______,,,ARR,ARR,Online,LEC,INT,,1,126,125
31557,ANTH,ANTH,3381,252,"Cruz, Krysten Ann",_M_W_F_,10:00 AM,10:50 AM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,11,20
35978,ANTH,ANTH,3381,253,"Wiedenmeyer, Emilie Lucylle",__T_R__,9:30 AM,10:50 AM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,21,21
30059,ANTH,ANTH,4310,251,"Mcgee, Reece Jon",__T_R__,2:00 PM,3:20 PM,ELA,220,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,31
35979,ANTH,ANTH,4326,251,"Mckeown, Ashley Hyatt",_____F_,10:00 AM,11:20 AM,NUEC,201,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,89,16,16
35980,ANTH,ANTH,4326,L01,"Mckeown, Ashley Hyatt",_____F_,12:00 PM,4:20 PM,NUEC,201,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,89,16,16
36617,ANTH,ANTH,4360,255,"Carter, Nicholas Poole",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
31686,ANTH,ANTH,4382,251,"Mckeown, Ashley Hyatt",_M_W___,12:30 PM,1:50 PM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,20
32282,ANTH,ANTH,4390,251,"George, Lise E",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",ITS,FTF,DP,1,18,30
32904,ANTH,ANTH,5306,251,"Carter, Nicholas Poole",_M_W___,11:00 AM,12:20 PM,ELA,230,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,10,10
35324,ANTH,ANTH,5312,251,"Cunningham, Deborah Lenz",__T_R__,9:30 AM,10:50 AM,ELA,230,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,8,8
35582,ANTH,ANTH,5312,253,"Erhart, Elizabeth Majors",__T_R__,9:30 AM,10:50 AM,ELA,245,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,8,11
32283,ANTH,ANTH,5315,251,"Bousman, Charles B",__T_R__,11:00 AM,12:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,10
39211,ANTH,ANTH,5318,251,"Smith, Heather Lynn",__T_R__,12:30 PM,1:50 PM,ELA,229,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,1,5
39213,ANTH,ANTH,5336,251,"Vandenbroek, Angela Kristin",__T_R__,12:30 PM,1:50 PM,ELA,245,"601 University Dr, San Marcos, TX 78666",PRA,FTF,,1,2,5
36864,ANTH,ANTH,5375,251,"Herrmann, Nicholas Paul",__T____,12:30 PM,3:20 PM,ERLY,104,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,8,10
36865,ANTH,ANTH,5381,251,"Hamilton, Michelle D",_M_W___,2:00 PM,3:20 PM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,15
34957,ANTH,ANTH,5390,254,"Wescott, Daniel J",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,3,3
34380,ANTH,ANTH,5390,255,"Conlee, Christina Directed",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
35830,ANTH,ANTH,5390,260,"Carter, Nicholas Poole",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,2,2
35922,ANTH,ANTH,5390,261,"Brunson, Emily K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
35325,ANTH,ANTH,7315,251,"Bousman, Charles B",__T_R__,11:00 AM,12:20 PM,ELA,227,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,2,5
39217,ANTH,ANTH,7326,251,"Herrmann, Nicholas Paul",____R__,2:00 PM,4:50 PM,ERLY,104,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,8,10
39351,ANTH,ANTH,7352,251,"Brunson, Emily K",__T_R__,2:00 PM,3:20 PM,ELA,230,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,4,5
34706,ANTH,ANTH,7376,251,"Wescott, Daniel J",___W___,3:30 PM,6:20 PM,ARR,ARR,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,2,10
35812,ANTH,ANTH,7395,251,"George, Lise E",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRA,FTF,DP,1,2,2
35817,ANTH,ANTH,7398,256,"Hamilton, Michelle D",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,3
35892,ANTH,ANTH,7398,258,"Brunson, Emily K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
37889,ANTH,ANTH,7398,259,"Vandenbroek, Angela Kristin",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
38222,ANTH,ANTH,7398,260,"Carter, Nicholas Poole",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
40343,ANTH,ANTH,7398,261,"Bousman, Charles B",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
40523,ANTH,ANTH,7399,253,"Wescott, Daniel J",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,1,2
35782,ANTH,ANTH,7999,251,"Herrmann, Nicholas Paul",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,3,3
35783,ANTH,ANTH,7999,252,"Spradley, Martha K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,3,3
35784,ANTH,ANTH,7999,253,"Wescott, Daniel J",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,2,2
36582,ANTH,ANTH,7999,254,"Pruetz, Jill Daphne",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,4,4
36583,ANTH,ANTH,7999,255,"Hamilton, Michelle D",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,2,3
37727,ANTH,ANTH,7999,256,"Brunson, Emily K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,2,2
37728,ANTH,ANTH,7999,257,"Taylor, Nicole Dp",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,1,2
39989,ANTH,ANTH,7999,258,"Bousman, Charles B",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,1,2
39990,ANTH,ANTH,7999,259,"Carter, Nicholas Poole",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,2,2
39991,ANTH,ANTH,7999,260,"Smith, Heather Lynn",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,DP,1,1,2
39216,ANTH,ANTH,3331D,251,"Fancher, James Patrick",__T_R__,11:00 AM,12:20 PM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,14,20
39540,ANTH,ANTH,3331F,251,"Agwuele, Augustine Hybrid",_M_W___,2:00 PM,3:20 PM,ELA,245,Online,LEC,HYB,,1,10,30
39205,ANTH,ANTH,3331G,251,"Carter, Nicholas Poole",_M_W___,3:30 PM,4:50 PM,ELA,229,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,45,48
34415,ANTH,ANTH,5199B,260,"Bousman, Charles B",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,3,4
38270,ANTH,ANTH,5199B,264,"Boyd, Carolyn Elizabeth",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
39215,ANTH,ANTH,5373J,251,"Fancher, James Patrick",__T_R__,11:00 AM,12:20 PM,ELA,226,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,2,5
40162,ANTH,ANTH,5399A,253,"Brunson, Emily K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
30079,ANTH,ANTH,5399B,251,"Hamilton, Michelle D",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
34959,ANTH,ANTH,5399B,253,"Brunson, Emily K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,2,2
33877,ANTH,ANTH,5399B,254,"Conlee, Christina Dp",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,2,2
34378,ANTH,ANTH,5399B,255,"Ahlman, Todd Michael",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
30080,ANTH,ANTH,5399B,257,"Spradley, Martha K",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,4
34986,ANTH,ANTH,5399B,258,"Kilby, James David",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,2,2
31818,ANTH,ANTH,5399B,263,"Wescott, Daniel J",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,4,4
37730,ANTH,ANTH,5399B,272,"Smith, Heather Lynn",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,2,2
37797,ANTH,ANTH,5399B,273,"Vandenbroek, Angela Kristin",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,DP,1,1,2
39352,ANTH,ANTH,7300E,251,"Carter, Nicholas Poole",_M_W___,12:30 PM,1:50 PM,ELA,220,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,8
39535,ANTH,ANTH,7301J,251,"Chu, Elaine Yih",_M_W___,11:00 AM,12:20 PM,ELA,220,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,17,28
39370,ANTH,ANTH,7310F,251,"Villarreal, Aimee Marianna",_M_____,2:00 PM,4:50 PM,ELA,230,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,10,10
32680,ARAB,WLL,1410,D01,"Akkari, Noha Taught",_M_W___,3:30 PM,4:50 PM,ARR,ARR,Online,LEC,INT,,101,13,20
32681,ARAB,WLL,1420,D01,"Akkari, Noha Taught",_M_W___,5:00 PM,6:20 PM,ARR,ARR,Online,LEC,INT,,101,14,20
33258,ARAB,WLL,2310,D01,"Akkari, Noha Taught",_M_W___,6:30 PM,7:50 PM,ARR,ARR,Online,LEC,INT,,101,3,20
32682,ARAB,WLL,2320,D01,"Akkari, Noha Taught",_M_W___,12:30 PM,1:50 PM,ARR,ARR,Online,LEC,INT,,101,6,20
33773,ARAB,WLL,3302,D01,"Akkari, Noha Taught",_M_W___,9:30 AM,10:50 AM,ARR,ARR,Online,LEC,INT,,101,2,15
36666,ARAB,WLL,4390,251,"Akkari, Noha",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,2,2
35448,ART,ARTD,1301,251,"Renfrow, Rand Adison",_M_W___,2:00 PM,4:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
35449,ART,ARTD,1301,252,"Guzman, Sydney Cristine",_M_W___,2:00 PM,4:50 PM,JCM,412,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,18,18
35829,ART,ARTD,1301,253,"Jones, Jules Buck",_M_W___,5:00 PM,7:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,17,18
35855,ART,ARTD,1301,254,"Guzman, Sydney Cristine",_M_W___,5:00 PM,7:50 PM,JCM,412,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,18
36680,ART,ARTD,1301,256,"Villarreal, Michael S",__T_R__,8:00 AM,10:50 AM,JCM,412,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,18
37457,ART,ARTD,1301,257,"Cone, Courtney J",__T_R__,11:00 AM,1:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
37458,ART,ARTD,1301,258,"Villarreal, Michael S",__T_R__,2:00 PM,4:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
39472,ART,ARTD,1301,259,"Cone, Courtney J",__T_R__,5:00 PM,7:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,18
37022,ART,ARTD,1303,251,"Johnson, Brian",_M_W___,8:00 AM,10:50 AM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
37023,ART,ARTD,1303,252,"Waldrep, Lana R",_M_W___,8:00 AM,10:50 AM,JCM,412,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,17,18
37024,ART,ARTD,1303,253,"Faber, Jonathan James",_M_W___,11:00 AM,1:50 PM,JCM,213,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,17,18
37025,ART,ARTD,1303,254,"Waldrep, Lana R",_M_W___,11:00 AM,1:50 PM,JCM,412,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,18
39541,ART,ARTD,1303,255,"Jackson, Ariel Rene",_M_W___,5:00 PM,7:50 PM,JCM,112,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,18
37026,ART,ARTD,1303,256,"Plotts, Jessamyn Leigh",_M_W___,2:00 PM,4:50 PM,JCM,112,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
37027,ART,ARTD,1303,257,"Bartlett, Amanda Nicole",__T_R__,8:00 AM,10:50 AM,JCM,112,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,18
